0,1573687059,Tue Apr 21 02:21:57 PDT 2009,NO_QUERY,jazzgirl555,"@Proxy013 aw that sucks! i ramble too much, i can't keep it under 10 mins "
1,1551150484,Sat Apr 18 08:16:46 PDT 2009,NO_QUERY,mitcheiler,just remembered the NFL Draft is today!! Freakin SWEET!  But I'm still not happy with my upstairs neighbor. :[
1,1564646705,Mon Apr 20 04:24:05 PDT 2009,NO_QUERY,SydneyAnne,"In between, a good geo-friend and I managed to find a few caches and have a blast doing it. "
1,1564781852,Mon Apr 20 04:54:23 PDT 2009,NO_QUERY,Tarale,@MeganMcCarthy Just groups within TweetDeck. Helps me follow Adelaide people better  Pity Twitter itself doesn't allow any grouping
0,1677377313,Sat May 02 01:45:53 PDT 2009,NO_QUERY,haleymc,Work please? 
0,1678283035,Sat May 02 06:11:11 PDT 2009,NO_QUERY,josj,awesome! genii cleaned up the bar last night. Umm..its way too hot in the store. I should have worn shorts or skirt today 
0,1556113895,Sat Apr 18 21:41:31 PDT 2009,NO_QUERY,txlawgal,feel like crap..i'm going to bed 
0,1550674702,Sat Apr 18 06:54:24 PDT 2009,NO_QUERY,ChrissyXJBX,I desperatly wanna get my license 
0,1556469789,Sat Apr 18 22:57:45 PDT 2009,NO_QUERY,MeccaStarr,Stilll lampin tho LoL wit da homies in da east dis my last day of fun  hw 2morrow &amp; school nd work alllll next week 
1,1469199947,Tue Apr 07 05:34:56 PDT 2009,NO_QUERY,gdelg217,"Getting ready for another day !!  Live, Laugh and Love   finally got over the weekend fiasco...."
1,1553524183,Sat Apr 18 14:29:59 PDT 2009,NO_QUERY,UltimateTedhead,@owlcity Pink lemonade is delightful... As is your music. 
1,1553645049,Sat Apr 18 14:49:38 PDT 2009,NO_QUERY,MikeBrenner,@nikki_morris i couldn't believe it when i found it  
0,1564317348,Mon Apr 20 02:53:45 PDT 2009,NO_QUERY,holidaypad,"@la_vache you should be so lucky, @travelrants doesn't follow me "
0,1558317422,Sun Apr 19 08:00:02 PDT 2009,NO_QUERY,dyslexiatutor,"ystrday-4 kids out door by 9, drop 2 kids off, pick 1 up, bowling, bank, &amp; track meet all day. Ready to do nothing 2day! but not "
0,1550903940,Sat Apr 18 07:35:34 PDT 2009,NO_QUERY,Isa20uc,Tomorrow I fly again for the eighth time this year! As always I'm starting to get nervous already! 
0,1469494464,Tue Apr 07 06:33:10 PDT 2009,NO_QUERY,Carla_215,"Is at the dentist and I've gotta get a tooth extracted  damn you pepsi, coffee, and candy..."
1,1557401825,Sun Apr 19 03:53:45 PDT 2009,NO_QUERY,Celoga,going out to enjoy the beautiful spring day in Oslo 
1,1558370469,Sun Apr 19 08:09:50 PDT 2009,NO_QUERY,aleximelvin,Flying back to AZ today and then editing my red carpet coverage all day 
1,1469473611,Tue Apr 07 06:29:29 PDT 2009,NO_QUERY,Mediate,Taking son to have his braces taken of     Big day in teen age boy's life!
1,1556591007,Sat Apr 18 23:28:06 PDT 2009,NO_QUERY,Karikuy,"@Travelogged unfortunately it's the same with tour agencies, which is where we come in, giving you local prices at an international level "
0,1573441633,Tue Apr 21 01:11:12 PDT 2009,NO_QUERY,myozeyaoo,"is sick of virgin media, it's been almost a month his land line is out of service "
1,1550819401,Sat Apr 18 07:21:22 PDT 2009,NO_QUERY,psam,@daaku congrats to you too buddy! @far1983 and @anandnataraj better luck next time! 
1,1563775522,Mon Apr 20 00:12:44 PDT 2009,NO_QUERY,clairecarey,is all curled up in bed. 
1,1555847119,Sat Apr 18 20:52:00 PDT 2009,NO_QUERY,alan_campbell,Ok... this has been one for the books... drove the car through a ditch at 70 mph... but I'm home and alive. 
1,1551271914,Sat Apr 18 08:36:36 PDT 2009,NO_QUERY,CharityHope,Two of my lovely cousins  http://twitpic.com/3ixug
0,1677943039,Sat May 02 04:47:29 PDT 2009,NO_QUERY,ollekirchmeier,But Bob Hund starts to play at 21.00 and the party at strand starts at 22? 
1,1555985482,Sat Apr 18 21:16:52 PDT 2009,NO_QUERY,minkus,@bridgesnmatches You should change your twitter web link to your new tumblr blog. 
0,1556967970,Sun Apr 19 01:16:44 PDT 2009,NO_QUERY,AbbieLeaa,"Stupid school tomorrow, i hate it. But i guess it shall be good to see my bestfriends again, but ahh homework "
1,1563737113,Mon Apr 20 00:02:38 PDT 2009,NO_QUERY,misspurpleann,@LennyKravitz Lenny thank you so much for a great evening. Your ROCKED! I hope to see you on at least one festival in Europe this summer 
0,1564094974,Mon Apr 20 01:44:54 PDT 2009,NO_QUERY,lupestripe,@fenrisfox I want to hug the puppy too but there is no puppy to hug any more 
0,1678303670,Sat May 02 06:15:33 PDT 2009,NO_QUERY,bellebella,is sad the director cancelled the scene 
1,1554075788,Sat Apr 18 16:00:11 PDT 2009,NO_QUERY,Bulldogtwit,Bring on the beautiful weather 
0,1563537226,Sun Apr 19 23:13:04 PDT 2009,NO_QUERY,weazethewize,says doesn't it sucks when you have a question or a plea for help that goes unanswered? About as closed to being paralyzed as you can get 
0,1468020819,Mon Apr 06 23:17:51 PDT 2009,NO_QUERY,policano,Bouts to start 24. Poor linny couldn't keep her eyes open.  she tired and has to work tomorrow morning. Night @ilovefatsusan.
0,1467994419,Mon Apr 06 23:10:05 PDT 2009,NO_QUERY,caityisawinner,@PlayRadioPlay that was so sad and unexpected.  i totally cried haha.
0,1574059861,Tue Apr 21 04:05:01 PDT 2009,NO_QUERY,anderwood,Sure is ronery in the car at 7am with no way to listeb to anything. 
1,1468130193,Mon Apr 06 23:52:49 PDT 2009,NO_QUERY,hawpunch,Mmmmm wings  http://twitpic.com/2y4o6
1,1556168040,Sat Apr 18 21:52:16 PDT 2009,NO_QUERY,stephcappelli,"@heyrhi as soon as this year ends, get your cute bum to montreal asap so we can be roomies downtown and order take out every night  ilyily"
1,1557285146,Sun Apr 19 03:08:58 PDT 2009,NO_QUERY,romaiel,Logging out to attend mass.  The heat's making it unbearable for me to hear mass during my regular morning sked.  Until later... 
1,1563447032,Sun Apr 19 22:52:28 PDT 2009,NO_QUERY,malimuffinbaby,@onchmovement mwahahahah Onch you're probably right  I'm wearing an onch pretzel right now  love you xoxo
0,1556743882,Sun Apr 19 00:08:17 PDT 2009,NO_QUERY,eclecteric,@kiddo_jersey man i cant.  gotta shoot and study for test.
0,1469674258,Tue Apr 07 07:05:08 PDT 2009,NO_QUERY,traceydelara,Wishes she was in Nyc right now 
0,1555867137,Sat Apr 18 20:55:34 PDT 2009,NO_QUERY,TicketyBooPhoto,@aydafield Erm can we please not mention Cadbury's choc...... I moved from England to California and really miss Cadbury's 
0,1556935488,Sun Apr 19 01:05:57 PDT 2009,NO_QUERY,HilaryKaplan,I have some serious bloggin to do... im in JUST that mood. What the hell. 
0,1565838948,Mon Apr 20 07:39:56 PDT 2009,NO_QUERY,Shanbanan3,I am definetly not a fan of the rain.   Today should be pretty laid back though.
0,1556065033,Sat Apr 18 21:31:59 PDT 2009,NO_QUERY,duquesnedelko,i can't stay awake right now. so i guess @taiheartshbk i was wrong about coming back. 
1,1553368797,Sat Apr 18 14:04:52 PDT 2009,NO_QUERY,CRSgolfgal,"Saturdays, shopping and Starbucks just seem to go together for me "
1,1557323919,Sun Apr 19 03:24:04 PDT 2009,NO_QUERY,kastox,I like the way you move 
0,1573065526,Mon Apr 20 23:35:03 PDT 2009,NO_QUERY,ReeBree,Help me come up with a new username... 
0,1467985185,Mon Apr 06 23:07:24 PDT 2009,NO_QUERY,niffyat,"@d_castillo ugh, that's disconcerting "
1,1563918844,Mon Apr 20 00:52:25 PDT 2009,NO_QUERY,catdracula,@brittannica oh no i cant watch the vid coz it says there was a copyright claim by NHK  D: not fair!!.....woo the whole song! its awesome 
1,1559451036,Sun Apr 19 11:10:28 PDT 2009,NO_QUERY,ShannonSytsma,Still can't believe the competition is over! I'm so proud of MSU AAF for getting second place 
0,1564977982,Mon Apr 20 05:32:27 PDT 2009,NO_QUERY,RackerHacker,"@ghawi I'm back to buggy Nambu. Tweetie needs sound/growl support before I can use it full time. Also, no persistent searches. "
0,1468377527,Tue Apr 07 01:17:58 PDT 2009,NO_QUERY,KadijaKamara,Train late again!! ... I'm gonna have to walk the hall of shame 
1,1564252036,Mon Apr 20 02:33:26 PDT 2009,NO_QUERY,britesprite,"@CathrynMcN lunch nd massage: no, sounds like a balanced lifestyle to me "
1,1468365050,Tue Apr 07 01:13:26 PDT 2009,NO_QUERY,slodge,@farnie do you want to buy me one 
1,1558676537,Sun Apr 19 09:05:00 PDT 2009,NO_QUERY,sfaatz,Sammy gave Scott bandaids to take to the boat so he could fix the boat's booboo. 
0,1564000120,Mon Apr 20 01:15:53 PDT 2009,NO_QUERY,shawnethegirl,@arrex yeah it's disasterous to try it otherwise... 
1,1469314687,Tue Apr 07 05:59:18 PDT 2009,NO_QUERY,syzygy,"is sleepily doing the window-shopping thing with the children at ToysRUs.. although they don't do the toy I want, we're all resisting "
1,1467969564,Mon Apr 06 23:02:54 PDT 2009,NO_QUERY,konelli,@ChoChoMojo  Goodnight Miss Q  you take care  
1,1553490655,Sat Apr 18 14:24:35 PDT 2009,NO_QUERY,manatmouse,hi sshatfield ! I would suggest music of my electro project *** http://bit.ly/Nos9D *** free download &amp; have fun  cheers
0,1676365467,Fri May 01 21:50:02 PDT 2009,NO_QUERY,smellyocheese,not feeling my best today. even my makeup looks totally blah. sighs. i don't wanna go to work  i feel agitated as it is
1,1467882015,Mon Apr 06 22:38:29 PDT 2009,NO_QUERY,XrosealieX,ryanrossfanz  &lt;-- FOLLOW THEM!  Ryan is uber!
1,1564023903,Mon Apr 20 01:23:07 PDT 2009,NO_QUERY,redrobinrockn,@brmbds back at'cha. Catch u later &amp; nice meeting u! 
1,1553924283,Sat Apr 18 15:35:08 PDT 2009,NO_QUERY,Ps8612,@allymisslove I luv that song! I had to bump it as soon as I saw ur tweet! 
0,1565684444,Mon Apr 20 07:19:37 PDT 2009,NO_QUERY,ivynicanor,"is having dinner, pork &amp; beans...  http://plurk.com/p/p6x64"
0,1556304156,Sat Apr 18 22:20:09 PDT 2009,NO_QUERY,elbees,@LORIandEEBUL u answer ur phone!!!!  DOH   i was eating.
0,1564259792,Mon Apr 20 02:35:57 PDT 2009,NO_QUERY,JeremySkinner,@cbioley Checked MSDN earlier this morning and nothing there yet 
1,1564217876,Mon Apr 20 02:22:55 PDT 2009,NO_QUERY,JazzyLamby,@Baby_Lexie @QueenMiMiFan same situation here...I wake up for Mimi's tweets  @MariahCarey
1,1557137718,Sun Apr 19 02:13:40 PDT 2009,NO_QUERY,thetonibennett,Finaly got on my phone woo haha  x
1,1564006479,Mon Apr 20 01:17:51 PDT 2009,NO_QUERY,Jilouc,@_Laurent ORly 
1,1468802083,Tue Apr 07 03:48:43 PDT 2009,NO_QUERY,cyclevox,@ghincapie Geo..are they in the UK? Loose fit for me please 
1,1468653717,Tue Apr 07 02:58:44 PDT 2009,NO_QUERY,dkplewis,"@Spacefrog29 &quot;ohh... owww... stop biting me... ohhh the humanity... owww... please, won't somebody think of the braeburns!&quot; "
1,1564218269,Mon Apr 20 02:23:02 PDT 2009,NO_QUERY,SiddhiBirjanund,@RealGraemeSmith your tweets/twitters whateva r so entertainting!!h 
1,1559100081,Sun Apr 19 10:15:28 PDT 2009,NO_QUERY,LiliCosic,"Its dinner time and then soon sleep time!But before that where did my ipod go,I'm in the mood for some &quot;clue&quot; "
1,1563886109,Mon Apr 20 00:43:14 PDT 2009,NO_QUERY,majorlakerfan22,@OfficialDHough That was AWESOME! Great job with the editing. That must have been a lot of work 
1,1548753433,Fri Apr 17 21:52:20 PDT 2009,NO_QUERY,allisonsmith88,@OfficialAshleyG I cant believe how down to earth you seem.. its a nice change from a lot of other celebrities 
0,1565991207,Mon Apr 20 07:59:34 PDT 2009,NO_QUERY,JellyBeans1991,Gahhhhh HeadAche  xxx
0,1678284605,Sat May 02 06:11:31 PDT 2009,NO_QUERY,GoCJones,is re thinking the hair shop idea... it's abt to rain again 
0,1469469771,Tue Apr 07 06:28:46 PDT 2009,NO_QUERY,donchulupa,@Merlin_NY I'm looking for it myself.  More rain in the forecast for later too 
0,1470145974,Tue Apr 07 08:29:08 PDT 2009,NO_QUERY,BlackJackBaby,@ollycromack As Sam Beckett would say... &quot;Oh Boy!!!&quot; 
1,1564544223,Mon Apr 20 03:58:59 PDT 2009,NO_QUERY,michelleskii,Still up watching 90210 &amp; OneTreeHill  ahh soo goood!
1,1557485445,Sun Apr 19 04:24:11 PDT 2009,NO_QUERY,lanorth9,Got the job! 
0,1565674233,Mon Apr 20 07:18:15 PDT 2009,NO_QUERY,maddisondesigns,"@Ottimisvico so, no cake for you "
1,1559388363,Sun Apr 19 11:00:35 PDT 2009,NO_QUERY,doctorpopcorn,"@HishamHamzah If losing the FA Cup means winning the League and Champs League, I'm fine with that. "
1,1554137900,Sat Apr 18 16:10:18 PDT 2009,NO_QUERY,treesrustle,@RJToronto Thanks! I think you've inspired me to get away with as much sneaking as I can. At least with taking pics of strangers. 
0,1573645544,Tue Apr 21 02:09:36 PDT 2009,NO_QUERY,PranilSingh,"Back in palmy now, good to be home. Back to the grind tomorrow "
0,1469983465,Tue Apr 07 08:00:15 PDT 2009,NO_QUERY,i_gatewood493,"gets to take 3 math classes, a computer science class and an education class next semester "
1,1551150633,Sat Apr 18 08:16:48 PDT 2009,NO_QUERY,yowlanku,@bibstha do they let it in the sky?  he he ke garnu ek haat le taali bajdaina.
1,1468280969,Tue Apr 07 00:43:22 PDT 2009,NO_QUERY,pwae,"@balmain_belle bad news on the rejections, but all you need is 1! "
0,1469384667,Tue Apr 07 06:12:52 PDT 2009,NO_QUERY,stargirlxo,My coffee was cold 
1,1468555721,Tue Apr 07 02:23:26 PDT 2009,NO_QUERY,rchieB,@BBQNYC thats right unc!!!  what a game...
0,1563557003,Sun Apr 19 23:17:45 PDT 2009,NO_QUERY,IanJar,In my room. Bored. Need to go to sleep.. 
1,1559875772,Sun Apr 19 12:16:20 PDT 2009,NO_QUERY,marebel623,@srlaupan thanks for the good vibes  I got the apartment! Now you have to come visit me 
0,1557358979,Sun Apr 19 03:37:24 PDT 2009,NO_QUERY,blairadam_grant,"Sunshine,clear blue skies.  Must be time for ANGRY TURBO.  I'll leave the garage door open so I can gaze out at the world basking in it  "
1,1564782137,Mon Apr 20 04:54:27 PDT 2009,NO_QUERY,Cass890,@mileycyrus awwwww but your so good at what you do 
0,1551489078,Sat Apr 18 09:11:30 PDT 2009,NO_QUERY,hygienestudent,@zawfi oh gosh no. i dont even have a dog  im getting ready to go get some fresh air in newport beach ;-)
0,1557166638,Sun Apr 19 02:24:19 PDT 2009,NO_QUERY,janabelle_xo,@bradiewebbstack aw! you poor guy! don't you hate the hurty cyring leg feeling? 
0,1548659185,Fri Apr 17 21:35:03 PDT 2009,NO_QUERY,manderg,bendito nepoleon was not eating because his food was taken over by an army of ants  i took care of that.
1,1563757412,Mon Apr 20 00:07:59 PDT 2009,NO_QUERY,sosweetambie,Please Shout me OUT!!!  @AubreyODay
1,1469027923,Tue Apr 07 04:54:12 PDT 2009,NO_QUERY,kristianramirez,"More cherry blossoms, at night.   http://twitpic.com/2yazf"
1,1553924078,Sat Apr 18 15:35:04 PDT 2009,NO_QUERY,becky1510,"still slightly unconvinced, maybe im too cynical "
1,1563988530,Mon Apr 20 01:12:24 PDT 2009,NO_QUERY,nullvariable,@BenTortora yeah this box is hard wired so no worries with that. I'm too cheap for OSX 
1,1563534878,Sun Apr 19 23:12:32 PDT 2009,NO_QUERY,mikeecarbone,seriously; work is gonna be a long drag tommorrow! happy 420  hopefully no vistors tommorrow!!
0,1573563451,Tue Apr 21 01:46:10 PDT 2009,NO_QUERY,chunkeytruffle,totally bored !!!!!! 
0,1573547664,Tue Apr 21 01:41:33 PDT 2009,NO_QUERY,Hunter_Pierce,"Training at 4  dont really want to go, still sore from monday."
0,1469011753,Tue Apr 07 04:49:58 PDT 2009,NO_QUERY,_sugarcube,"@pennylane316 Yeah, I know they are touring in USA soon, but I couldn't go, it's during the week in Philly "
0,1557931437,Sun Apr 19 06:37:19 PDT 2009,NO_QUERY,itsroberth,REALLY!!! BORED OF THIS CWK 
0,1677745975,Sat May 02 03:45:28 PDT 2009,NO_QUERY,Zusterke,Thu: 20:00-03:00 Beers -- crash -- Fri: 15:00 - 06:00 Beers -- crash -- It wasn't my fault  It was... the wanderer!
1,1557229576,Sun Apr 19 02:47:32 PDT 2009,NO_QUERY,alibali123,@DonnieWahlberg I still love you 
0,1557564933,Sun Apr 19 04:52:03 PDT 2009,NO_QUERY,sebby_peek,@amazingphoebe it is until you actually start believing me again 
0,1573630857,Tue Apr 21 02:05:23 PDT 2009,NO_QUERY,Jantunstill,"@SchofieldFan Oh no, don't get ill again hun "
1,1468757151,Tue Apr 07 03:34:10 PDT 2009,NO_QUERY,warren_s,@iainbest apple store is down for an update... you gotta be kidding me... 
0,1556489617,Sat Apr 18 23:02:17 PDT 2009,NO_QUERY,baldheretic,Spotted @CortneyM in the audience but didn't get to say &quot;hi&quot; 
1,1468712532,Tue Apr 07 03:18:56 PDT 2009,NO_QUERY,MissxMarisa,"@eveforhermcr_xx Hahaha that's so sad, poor mom! Have you seen Coraline? Ahh I really want to meet Lyn-Z she's great "
0,1556235020,Sat Apr 18 22:05:45 PDT 2009,NO_QUERY,wharrod,"I'm sad I missed Thunder this year  ... thanks to homework and reading ... but hey, the big D (as in derby) is what it's ALL about !!!"
0,1467919452,Mon Apr 06 22:48:48 PDT 2009,NO_QUERY,jtmal0723,@anistorm 
1,1557455944,Sun Apr 19 04:13:28 PDT 2009,NO_QUERY,yonaeowyn,...wonders whether the first game will go ahead tomorrow because of the rain 
1,1557941217,Sun Apr 19 06:39:47 PDT 2009,NO_QUERY,maarneline,'' Gimme a hug ''  thats soooo cute :p
1,1563576759,Sun Apr 19 23:22:30 PDT 2009,NO_QUERY,DerGoalie,Morning tweets! Devils won after OT their 2nd... 
0,1557110998,Sun Apr 19 02:04:14 PDT 2009,NO_QUERY,jocelynbrooks,Okay really going to sleep now!!! Work in the morning is coming early  gnite
0,1556936369,Sun Apr 19 01:06:13 PDT 2009,NO_QUERY,TSK77,fuck one of our apple laptops went dead FUCK! graphics pics and files gone....  -Cesart
1,1469844134,Tue Apr 07 07:35:05 PDT 2009,NO_QUERY,nien55,enjoying being married! 
0,1676848921,Fri May 01 23:26:03 PDT 2009,NO_QUERY,neilreid,@johnnystorm oh dear. How could u. I'm sure she is devistated. Keep me up to date with pix. Am sat at tesco. Cold hungry and alone 
0,1573474885,Tue Apr 21 01:20:38 PDT 2009,NO_QUERY,Sammitysamsam,But maybe one episode of The X Files can't hurt... right... I'm awful... 
1,1467969760,Mon Apr 06 23:02:57 PDT 2009,NO_QUERY,Jox444,@Kjonge GEFELICIDINGEST!!! 
1,1557681506,Sun Apr 19 05:29:13 PDT 2009,NO_QUERY,allotmentgirls,Onions in   http://tinyurl.com/dzt7ga
0,1551767069,Sat Apr 18 09:55:17 PDT 2009,NO_QUERY,igiknits,feeling kinda down.    wish i could go back to bed.  taking the kids on a playdate in the woods later.
0,1469492788,Tue Apr 07 06:32:53 PDT 2009,NO_QUERY,TheRealTheHorn,Who stol my nick TheHorn?  
1,1552035230,Sat Apr 18 10:37:03 PDT 2009,NO_QUERY,iFanini,"Hey I'm back, what have I missed? Don't feel like scrolling back "
0,1565257895,Mon Apr 20 06:18:51 PDT 2009,NO_QUERY,BitterPineapple,I'm at school but I don't think I'll be able to stay awake for the next 9 hours. I wanna go to sleep. 
0,1677935922,Sat May 02 04:45:23 PDT 2009,NO_QUERY,PALISTER,Can't believe it's such a nice day and I have to work a 1-10  hopefully nobody wants to sit in the dark on day like this!!
0,1676335724,Fri May 01 21:44:50 PDT 2009,NO_QUERY,alidparker,"@jonasbrothers your live chat day is like, my busiest day ever. if your chat is longer then an hour, maybe i can watch it! "
0,1468767102,Tue Apr 07 03:37:31 PDT 2009,NO_QUERY,aligoldsworthy,@bethanjenkins check out #pman all kicking off in Moldova. Hope people ok 
0,1470095172,Tue Apr 07 08:20:01 PDT 2009,NO_QUERY,stefyy87,still figureing out how 2 use this 
1,1563955464,Mon Apr 20 01:02:41 PDT 2009,NO_QUERY,djaudissey,@djsn1 lovely homie  hows the 916??
0,1556910658,Sun Apr 19 00:58:16 PDT 2009,NO_QUERY,SarahSaner,@Dutchrudder Gosh Steve that was exactly like my night! Thats so odd for us both to have such a similar experience.  Not nice  Hugs x
1,1469759879,Tue Apr 07 07:20:16 PDT 2009,NO_QUERY,bothildur,I got a 110 (out of 120) from the TOEFL test - rather proud of myself!!! 
1,1556877236,Sun Apr 19 00:47:42 PDT 2009,NO_QUERY,AdvaShaviv,"@ashalynd ... Still, I prefer it. Being really young is being really silly... (no offense to the young ones) "
1,1551271114,Sat Apr 18 08:36:28 PDT 2009,NO_QUERY,rawrRaven,Just had a good jog  thank god for the beautiful weather 
0,1557740991,Sun Apr 19 05:46:59 PDT 2009,NO_QUERY,jiriteach,"Right tweeps, might be time to hit the sack. Work tomorrow "
0,1553943888,Sat Apr 18 15:38:21 PDT 2009,NO_QUERY,dougherty59,I have so much work to do. its unbeleivable  i feel like am gonna die
1,1556971554,Sun Apr 19 01:17:57 PDT 2009,NO_QUERY,CynthiaY29,"@ProudKiwi I hope you find the confidence to ride again, goodnight to you also "
0,1676446179,Fri May 01 22:04:09 PDT 2009,NO_QUERY,JAED77,@DonnieWahlberg wish I could see you again when you come to Toronto....but I will be in Ireland. It makes me sad 
1,1553801337,Sat Apr 18 15:15:01 PDT 2009,NO_QUERY,jennilynngallag,waiting for dinner... then out for a night of recklessness with the besties 
1,1556552045,Sat Apr 18 23:17:47 PDT 2009,NO_QUERY,michxxblc,"@NKOTBvalentine no, I don't but, it's okay.  if you don't care, you shouldn't be worried about it or talkin' about it. "
1,1563919725,Mon Apr 20 00:52:41 PDT 2009,NO_QUERY,Hadassah_Levy,@paigedansinger It's my work but only a small amount of it is my writing  and I am doing this as a freelancer for the org
0,1573492133,Tue Apr 21 01:25:36 PDT 2009,NO_QUERY,princesschoc,"Morning all, just opened my email and my day has been spoilt "
1,1564604956,Mon Apr 20 04:14:08 PDT 2009,NO_QUERY,cinnaqu,is back from vacation! Now lets get this paper right! 
0,1559973485,Sun Apr 19 12:31:20 PDT 2009,NO_QUERY,imachinkyfgt,happy &quot;what-would've-been&quot;...  
0,1555862838,Sat Apr 18 20:54:49 PDT 2009,NO_QUERY,MirandaShyane,"Whoaa kid, slow yourself. dramadramadrama... "
1,1557482335,Sun Apr 19 04:23:02 PDT 2009,NO_QUERY,rugbynick,@RachaelPhillips we got beaten... but less than they were getting beaten without me 
1,1468785529,Tue Apr 07 03:43:31 PDT 2009,NO_QUERY,Miamoodles,is having a ham roast on saturday night after lots of travel!!  yay for easter and being the only child for the weekend 
0,1677312648,Sat May 02 01:26:31 PDT 2009,NO_QUERY,Saaammmm,feels like death 
1,1469475965,Tue Apr 07 06:29:55 PDT 2009,NO_QUERY,rosieeejones,likes seeing celebrities act like normal people 
0,1551863835,Sat Apr 18 10:10:10 PDT 2009,NO_QUERY,lunerose,"@kasanika I did.  It always snows on or around hubby's bday, the 24th."
0,1551297628,Sat Apr 18 08:40:51 PDT 2009,NO_QUERY,rpiandrew,"Tutor Time!  Here until three.  Not many kids because they are on spring break.  So, I get to study strengths! "
1,1557151382,Sun Apr 19 02:18:36 PDT 2009,NO_QUERY,awesome_dan,@ReeseWithspoon : is he a english bulldog? 
1,1468870215,Tue Apr 07 04:09:44 PDT 2009,NO_QUERY,likeAfirefly,I'm excited that I already found my roomie for next year! 
1,1557527836,Sun Apr 19 04:39:12 PDT 2009,NO_QUERY,brettnet,The man himself  #gadgetshowlive  http://twitpic.com/3l9gf
0,1573272517,Tue Apr 21 00:25:52 PDT 2009,NO_QUERY,serialmatrix,@jamiekennedy any info regarding scream 4 reached u?i hope it doesn't happen  loved you in Criminal Minds btw.the twist was awesome!
0,1556380933,Sat Apr 18 22:37:04 PDT 2009,NO_QUERY,EliOConnor,"Galaxy tied, Timbers tied, and Sounders lost.. sad night of watching soccer "
1,1563537611,Sun Apr 19 23:13:12 PDT 2009,NO_QUERY,Allstarlish,I had the best day ever with Belle and E 
